"filename", "language", "TypeScript", "JavaScript", "TypeScript React", "CSS", "JSON", "Properties", "XML", "Markdown", "Ignore", "Docker", "HTML", "comment", "blank", "total"
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Auth/ChangePassword.tsx", "TypeScript React", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 185
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Auth/Socials.tsx", "TypeScript React", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Auth/index.tsx", "TypeScript React", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Drivers/driver-for-approval.tsx", "TypeScript React", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 45, 10, 146
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Drivers/dynamic-table/sample-data.tsx", "TypeScript React", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 91
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/add-truck.tsx", "TypeScript React", 0, 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 585
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/dynamic-table/sample-data.tsx", "TypeScript React", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/image-upload.tsx", "TypeScript React", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 152, 11, 255
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/truck-for-approval.tsx", "TypeScript React", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 214
"/Users/katanyoo/Infiltech/Projects/CargoLink/CargoLink-Backoffice/src/components/Carrier/Trucks/truck-form.tsx", "TypeScript React", 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 207
